-71.185943518,42.919951668,35.443
-71.185941263,42.919954123,35.618
-71.185943426,42.919955836,36.289
-71.185943135,42.919956801,36.393
-71.185943529,42.919957581,36.331
-71.185944669,42.919958287,35.948
-71.185943990,42.919958353,35.935
-71.185943650,42.919958400,36.041
-71.185943598,42.919958356,36.134
-71.185943870,42.919958484,36.232
-71.185944444,42.919958734,36.391
-71.185944639,42.919958847,36.507
-71.185944848,42.919958930,36.618
-71.185944744,42.919958777,36.708
-71.185944608,42.919958654,36.758
-71.185944905,42.919958739,36.759
-71.185945010,42.919958706,36.813
-71.185945109,42.919958615,36.891
-71.185944947,42.919958331,36.985
-71.185944828,42.919957960,37.067
-71.185944768,42.919957555,37.126
-71.185944702,42.919957145,37.156
-71.185944884,42.919956956,37.192
-71.185945139,42.919956928,37.249
-71.185945383,42.919956904,37.289
-71.185945628,42.919956972,37.320
-71.185945950,42.919957076,37.365
-71.185946165,42.919957111,37.425
-71.185946309,42.919957164,37.480
-71.185946434,42.919957229,37.527
-71.185946494,42.919957222,37.556
-71.185946460,42.919957127,37.556
-71.185946476,42.919956957,37.557
-71.185946376,42.919956716,37.568
-71.185946238,42.919956512,37.580
-71.185946145,42.919956372,37.577
-71.185946127,42.919956305,37.569
-71.185946076,42.919956209,37.558
-71.185946001,42.919956177,37.550
-71.185945912,42.919956139,37.548
-71.185945846,42.919956109,37.552
-71.185945769,42.919956134,37.557
-71.185945678,42.919956141,37.561
-71.185945617,42.919956024,37.559
-71.185945547,42.919955949,37.555
-71.185945427,42.919955856,37.553
-71.185945298,42.919955762,37.546
-71.185945167,42.919955715,37.542
-71.185945073,42.919955692,37.536
-71.185945015,42.919955693,37.533
-71.185944941,42.919955685,37.532
-71.185944834,42.919955624,37.527
-71.185944761,42.919955512,37.518
-71.185944689,42.919955409,37.520
-71.185944593,42.919955272,37.527
-71.185944478,42.919955141,37.532
-71.185944364,42.919955029,37.534
-71.185944234,42.919954917,37.530
-71.185944127,42.919954825,37.523
-71.185944029,42.919954733,37.517
-71.185943945,42.919954638,37.509
-71.185943870,42.919954548,37.504
-71.185943802,42.919954455,37.499
-71.185943728,42.919954359,37.493
-71.185943657,42.919954266,37.488
-71.185943597,42.919954198,37.485
-71.185943543,42.919954154,37.484
-71.185943479,42.919954116,37.482
-71.185943418,42.919954099,37.479
-71.185943388,42.919954063,37.480
-71.185943315,42.919954052,37.482
-71.185943193,42.919954049,37.478
-71.185943073,42.919954050,37.469
-71.185942962,42.919954052,37.461
-71.185942861,42.919954058,37.453
-71.185942757,42.919954053,37.445
-71.185942760,42.919953957,37.444
-71.185942825,42.919953833,37.449
-71.185942842,42.919953774,37.447
-71.185942809,42.919953754,37.438
-71.185942831,42.919953725,37.433
-71.185942871,42.919953686,37.433
-71.185942922,42.919953683,37.433
-71.185942948,42.919953673,37.438
-71.185942959,42.919953577,37.449
-71.185942982,42.919953519,37.457
-71.185943004,42.919953495,37.460
-71.185943029,42.919953454,37.462
-71.185943038,42.919953448,37.460
-71.185943028,42.919953468,37.450
-71.185943011,42.919953459,37.439
-71.185942949,42.919953466,37.432
-71.185942883,42.919953479,37.426
-71.185942808,42.919953470,37.416
-71.185942731,42.919953463,37.404
-71.185942639,42.919953446,37.389
-71.185942576,42.919953417,37.378
-71.185942512,42.919953411,37.371
-71.185942463,42.919953418,37.368
-71.185942378,42.919953401,37.361
-71.185942308,42.919953397,37.354
-71.185942331,42.919953420,37.357
-71.185942381,42.919953445,37.367
-71.185942437,42.919953465,37.381
-71.185942435,42.919953460,37.389
-71.185942448,42.919953465,37.396
-71.185942452,42.919953495,37.406
-71.185942443,42.919953487,37.414
-71.185942423,42.919953461,37.420
-71.185942410,42.919953449,37.425
-71.185942392,42.919953453,37.431
-71.185942373,42.919953486,37.437
-71.185942380,42.919953509,37.447
-71.185942372,42.919953539,37.458
-71.185942347,42.919953529,37.465
-71.185942339,42.919953483,37.472
-71.185942395,42.919953403,37.490
-71.185942493,42.919953318,37.519
-71.185942685,42.919953171,37.579
-71.185943099,42.919953082,37.712
-71.185944024,42.919953413,38.105
-71.185945700,42.919953367,38.523
-71.185948862,42.919953295,39.111
-71.185951876,42.919953335,39.817
-71.185953392,42.919954620,40.164
-71.185953327,42.919955016,40.272
-71.185952377,42.919955069,40.208
-71.185951505,42.919954941,40.063
-71.185950515,42.919954667,39.892
-71.185949667,42.919954629,39.740
-71.185948972,42.919954713,39.626
-71.185948584,42.919954750,39.548
-71.185948173,42.919954718,39.467
-71.185947642,42.919954591,39.363
-71.185947080,42.919954537,39.247
-71.185946605,42.919954369,39.146
-71.185946270,42.919954215,39.078
-71.185945909,42.919953948,38.998
-71.185945590,42.919953863,38.917
-71.185945280,42.919953732,38.830
-71.185945142,42.919953761,38.757
-71.185945024,42.919953926,38.725
-71.185944914,42.919954036,38.702
-71.185944887,42.919954098,38.685
-71.185944996,42.919954253,38.697
-71.185945017,42.919954587,38.756
-71.185945009,42.919954761,38.820
-71.185944852,42.919954641,38.854
-71.185944683,42.919954329,38.844
-71.185944534,42.919954032,38.803
-71.185944362,42.919953777,38.763
-71.185944166,42.919953550,38.729
-71.185943965,42.919953337,38.699
-71.185943757,42.919953185,38.668
-71.185943640,42.919952996,38.640
-71.185943568,42.919952778,38.625
-71.185943495,42.919952613,38.618
-71.185943363,42.919952396,38.599
-71.185943186,42.919952234,38.567
-71.185943011,42.919952122,38.538
-71.185942768,42.919952161,38.514
-71.185942419,42.919952170,38.530
-71.185942296,42.919952042,38.578
-71.185942147,42.919951796,38.628
-71.185941997,42.919951569,38.671
-71.185941948,42.919951404,38.725
-71.185941860,42.919951204,38.774
-71.185941742,42.919951035,38.815
-71.185941601,42.919950866,38.849
-71.185941441,42.919950725,38.871
-71.185941299,42.919950579,38.884
-71.185941162,42.919950449,38.897
-71.185941013,42.919950349,38.910
-71.185940851,42.919950452,38.933
-71.185940736,42.919950674,38.976
-71.185940573,42.919950785,39.019
-71.185940398,42.919950685,39.043
-71.185940277,42.919950494,39.055
-71.185940213,42.919950299,39.068
-71.185940144,42.919950156,39.068
-71.185940030,42.919950049,39.063
-71.185939924,42.919949966,39.059
-71.185939848,42.919949954,39.063
-71.185939760,42.919950098,39.075
-71.185939654,42.919950197,39.091
-71.185939514,42.919950221,39.101
-71.185939370,42.919950225,39.111
-71.185939233,42.919950212,39.123
-71.185939102,42.919950202,39.137
-71.185938985,42.919950203,39.154
-71.185938885,42.919950168,39.172
-71.185938808,42.919950075,39.185
-71.185938690,42.919950084,39.191
-71.185938582,42.919950142,39.197
-71.185938469,42.919950191,39.203
-71.185938351,42.919950246,39.207
-71.185938240,42.919950309,39.213
-71.185938162,42.919950371,39.217
-71.185938077,42.919950424,39.218
-71.185937997,42.919950482,39.218
-71.185937917,42.919950545,39.216
-71.185937843,42.919950584,39.210
-71.185937761,42.919950605,39.206
-71.185937669,42.919950634,39.205
-71.185937594,42.919950676,39.207
-71.185937538,42.919950725,39.211
-71.185937482,42.919950777,39.218
-71.185937453,42.919950791,39.231
-71.185937440,42.919950792,39.245
-71.185937407,42.919950815,39.249
-71.185937378,42.919950862,39.251
-71.185937373,42.919950900,39.246
-71.185937358,42.919950946,39.240
-71.185937318,42.919950973,39.238
-71.185937253,42.919950992,39.239
-71.185937187,42.919951004,39.240
-71.185937124,42.919951011,39.240
-71.185937076,42.919950987,39.238
-71.185937034,42.919950968,39.233
-71.185936976,42.919950963,39.227
-71.185936922,42.919950957,39.220
-71.185936862,42.919950957,39.216
-71.185936797,42.919950961,39.218
-71.185936756,42.919950947,39.222
-71.185936720,42.919950920,39.226
-71.185936675,42.919950876,39.227
-71.185936619,42.919950833,39.225
-71.185936572,42.919950785,39.226
-71.185936528,42.919950732,39.232
-71.185936483,42.919950670,39.237
-71.185936442,42.919950615,39.241
-71.185936449,42.919950520,39.242
