-71.552009915,42.748348780,33.286
-71.552007498,42.748346602,33.487
-71.552007520,42.748346239,33.555
-71.552007754,42.748345977,33.564
-71.552008127,42.748345785,33.550
-71.552008479,42.748345695,33.527
-71.552008722,42.748345542,33.498
-71.552009097,42.748345589,33.442
-71.552009385,42.748345687,33.381
-71.552009631,42.748345822,33.325
-71.552009818,42.748346008,33.275
-71.552009889,42.748346214,33.243
-71.552009943,42.748346444,33.219
-71.552010012,42.748346637,33.201
-71.552010141,42.748346771,33.187
-71.552010258,42.748346847,33.176
-71.552010303,42.748346875,33.177
-71.552010343,42.748346856,33.184
-71.552010361,42.748346740,33.192
-71.552010345,42.748346707,33.208
-71.552010353,42.748346742,33.229
-71.552010392,42.748346798,33.250
-71.552010448,42.748346843,33.272
-71.552010519,42.748346857,33.292
-71.552010578,42.748346829,33.309
-71.552010546,42.748346754,33.326
-71.552010500,42.748346681,33.340
-71.552010435,42.748346632,33.350
-71.552010366,42.748346626,33.359
-71.552010288,42.748346657,33.369
-71.552010222,42.748346675,33.376
-71.552010159,42.748346685,33.377
-71.552010102,42.748346695,33.377
-71.552010057,42.748346711,33.377
-71.552010015,42.748346729,33.377
-71.552009974,42.748346741,33.377
-71.552009945,42.748346743,33.378
-71.552009921,42.748346746,33.379
-71.552009896,42.748346756,33.381
-71.552009869,42.748346775,33.383
-71.552009864,42.748346821,33.382
-71.552009851,42.748346878,33.377
-71.552009828,42.748346918,33.371
-71.552009804,42.748346941,33.363
-71.552009748,42.748346931,33.354
-71.552009693,42.748346921,33.343
-71.552009636,42.748346910,33.332
-71.552009587,42.748346904,33.323
-71.552009546,42.748346899,33.316
-71.552009516,42.748346890,33.312
-71.552009494,42.748346880,33.309
-71.552009473,42.748346867,33.305
-71.552009445,42.748346852,33.301
-71.552009409,42.748346847,33.295
-71.552009373,42.748346841,33.288
-71.552009344,42.748346834,33.281
-71.552009341,42.748346837,33.274
-71.552009364,42.748346841,33.266
-71.552009406,42.748346838,33.258
-71.552009461,42.748346843,33.250
-71.552009530,42.748346852,33.242
-71.552009624,42.748346872,33.233
-71.552009727,42.748346904,33.223
-71.552009820,42.748346938,33.213
-71.552009902,42.748346972,33.202
-71.552009977,42.748347009,33.191
-71.552010048,42.748347049,33.182
-71.552010117,42.748347085,33.172
-71.552010184,42.748347118,33.161
-71.552010250,42.748347150,33.151
-71.552010284,42.748347183,33.139
-71.552010307,42.748347225,33.125
-71.552010334,42.748347282,33.108
-71.552010340,42.748347324,33.090
-71.552010342,42.748347357,33.074
-71.552010336,42.748347375,33.059
-71.552010331,42.748347382,33.046
-71.552010332,42.748347376,33.035
-71.552010330,42.748347365,33.026
-71.552010317,42.748347358,33.017
-71.552010290,42.748347355,33.008
-71.552010256,42.748347358,32.998
-71.552010225,42.748347361,32.987
-71.552010197,42.748347365,32.978
-71.552010177,42.748347371,32.970
-71.552010180,42.748347380,32.962
-71.552010202,42.748347389,32.956
-71.552010231,42.748347396,32.952
-71.552010263,42.748347393,32.950
-71.552010297,42.748347388,32.946
-71.552010343,42.748347369,32.940
-71.552010374,42.748347367,32.933
-71.552010402,42.748347374,32.924
-71.552010433,42.748347380,32.915
-71.552010463,42.748347386,32.908
-71.552010495,42.748347388,32.903
-71.552010539,42.748347393,32.898
-71.552010578,42.748347401,32.893
-71.552010604,42.748347419,32.885
-71.552010625,42.748347449,32.874
-71.552010644,42.748347495,32.861
-71.552010653,42.748347537,32.846
-71.552010653,42.748347572,32.829
-71.552010653,42.748347612,32.810
-71.552010654,42.748347655,32.791
-71.552010637,42.748347694,32.774
-71.552010631,42.748347738,32.759
-71.552010632,42.748347788,32.747
-71.552010628,42.748347820,32.736
-71.552010610,42.748347840,32.726
-71.552010592,42.748347853,32.718
-71.552010555,42.748347850,32.713
-71.552010512,42.748347847,32.714
-71.552010434,42.748347824,32.721
-71.552010344,42.748347789,32.731
-71.552010253,42.748347750,32.742
-71.552010160,42.748347711,32.753
-71.552010074,42.748347669,32.761
-71.552009963,42.748347647,32.770
-71.552009824,42.748347640,32.785
-71.552009673,42.748347654,32.808
-71.552009532,42.748347675,32.830
-71.552009407,42.748347682,32.853
-71.552009291,42.748347689,32.876
-71.552009196,42.748347693,32.898
-71.552009120,42.748347698,32.919
-71.552009056,42.748347707,32.940
-71.552009011,42.748347714,32.963
-71.552008992,42.748347705,32.988
-71.552009000,42.748347684,33.013
-71.552009003,42.748347657,33.030
-71.552008990,42.748347635,33.043
-71.552008966,42.748347628,33.053
-71.552008938,42.748347624,33.061
-71.552008919,42.748347638,33.066
-71.552008895,42.748347650,33.071
-71.552008864,42.748347662,33.077
-71.552008833,42.748347680,33.084
-71.552008780,42.748347713,33.093
-71.552008667,42.748347788,33.112
-71.552008619,42.748347816,33.126
-71.552008603,42.748347838,33.135
-71.552008592,42.748347860,33.140
-71.552008579,42.748347880,33.145
-71.552008538,42.748347903,33.154
-71.552008467,42.748347929,33.167
-71.552008384,42.748347964,33.181
-71.552008312,42.748347991,33.193
-71.552008261,42.748348001,33.201
-71.552008208,42.748348012,33.207
-71.552008169,42.748348017,33.213
-71.552008166,42.748348010,33.218
-71.552008187,42.748348003,33.222
-71.552008207,42.748348003,33.224
-71.552008217,42.748348011,33.225
-71.552008222,42.748348022,33.226
-71.552008231,42.748348030,33.227
-71.552008252,42.748348034,33.229
-71.552008277,42.748348035,33.233
-71.552008305,42.748348029,33.239
-71.552008364,42.748348008,33.241
-71.552008439,42.748347981,33.239
-71.552008515,42.748347949,33.237
-71.552008571,42.748347924,33.236
-71.552008606,42.748347906,33.237
-71.552008630,42.748347906,33.236
-71.552008658,42.748347910,33.231
-71.552008672,42.748347907,33.228
-71.552008699,42.748347896,33.226
-71.552008734,42.748347883,33.225
-71.552008771,42.748347864,33.225
-71.552008792,42.748347857,33.224
-71.552008797,42.748347858,33.223
-71.552008814,42.748347855,33.219
-71.552008831,42.748347856,33.215
-71.552008858,42.748347853,33.210
-71.552008889,42.748347847,33.208
-71.552008885,42.748347829,33.208
-71.552008861,42.748347828,33.208
-71.552008872,42.748347825,33.205
-71.552008887,42.748347821,33.200
-71.552008917,42.748347821,33.197
-71.552008955,42.748347823,33.193
-71.552009012,42.748347832,33.186
-71.552009071,42.748347846,33.178
-71.552009125,42.748347862,33.170
-71.552009181,42.748347880,33.162
-71.552009249,42.748347894,33.156
-71.552009313,42.748347901,33.152
-71.552009386,42.748347901,33.148
-71.552009432,42.748347894,33.149
-71.552009486,42.748347881,33.150
-71.552009521,42.748347877,33.153
-71.552009519,42.748347886,33.158
-71.552009516,42.748347894,33.164
-71.552009536,42.748347896,33.169
-71.552009588,42.748347886,33.171
-71.552009646,42.748347882,33.171
-71.552009693,42.748347888,33.172
-71.552009725,42.748347900,33.175
-71.552009760,42.748347906,33.175
-71.552009789,42.748347911,33.175
-71.552009821,42.748347915,33.174
-71.552009819,42.748347917,33.176
-71.552009849,42.748347917,33.175
-71.552009899,42.748347922,33.171
