-71.512482479,43.287570283,58.074
-71.512094057,43.287478829,117.814
-71.512093871,43.287479941,117.242
-71.512093942,43.287478561,117.530
-71.512094114,43.287477896,117.583
-71.512094909,43.287477265,117.751
-71.512095339,43.287477098,117.842
-71.512095300,43.287478150,118.050
-71.512095142,43.287479152,118.170
-71.512094707,43.287479381,118.318
-71.512093875,43.287478913,118.634
-71.512093653,43.287478575,118.896
-71.512093625,43.287478358,119.074
-71.512093226,43.287478101,119.217
-71.512093158,43.287478001,119.371
-71.512093419,43.287478004,119.515
-71.512093278,43.287478327,119.607
-71.512092997,43.287478789,119.666
-71.512091685,43.287479541,119.671
-71.512091321,43.287479692,119.703
-71.512091479,43.287480030,119.799
-71.512090694,43.287481190,119.809
-71.512089946,43.287482294,119.850
-71.512089022,43.287482848,119.782
-71.512087509,43.287483106,119.725
-71.512090054,43.287483708,119.688
-71.512091587,43.287484582,119.552
-71.512092730,43.287484354,119.497
-71.512092882,43.287484080,119.432
-71.512093980,43.287484586,119.224
-71.512095127,43.287485281,118.878
-71.512095976,43.287485860,118.585
-71.512095647,43.287486195,118.355
-71.512095160,43.287486422,118.152
-71.512094351,43.287486535,117.994
-71.512094203,43.287486874,117.839
-71.512093689,43.287487131,117.729
-71.512093023,43.287487075,117.615
-71.512092619,43.287487347,117.544
-71.512091405,43.287487328,117.506
-71.512087802,43.287486392,117.573
-71.512085947,43.287485614,117.661
-71.512084884,43.287484948,117.700
-71.512083847,43.287484493,117.734
-71.512082546,43.287483928,117.760
-71.512081908,43.287483781,117.827
-71.512081031,43.287483608,117.983
-71.512080982,43.287482643,118.109
-71.512080654,43.287482133,118.224
-71.512080285,43.287481953,118.313
-71.512079800,43.287482148,118.393
-71.512079490,43.287482360,118.452
-71.512079188,43.287482438,118.490
-71.512079857,43.287482132,118.553
-71.512079955,43.287482241,118.612
-71.512079524,43.287482531,118.655
-71.512079109,43.287482679,118.658
-71.512078833,43.287482587,118.677
-71.512078656,43.287482497,118.702
-71.512078691,43.287482355,118.728
-71.512078717,43.287482221,118.754
-71.512079635,43.287481376,118.882
