-71.606004904,43.870531238,19.142
-71.605721983,43.870849185,369.246
-71.605714250,43.870853070,366.566
-71.605704443,43.870858929,366.207
-71.605696518,43.870862433,365.484
-71.605699963,43.870864472,364.704
-71.605700791,43.870861166,365.553
-71.605701952,43.870859458,366.184
-71.605702545,43.870857796,366.543
-71.605704404,43.870856602,366.813
-71.605705944,43.870856240,366.897
-71.605706748,43.870856381,366.862
-71.605706892,43.870856459,366.797
-71.605706766,43.870856616,366.735
-71.605706130,43.870856824,366.696
-71.605706007,43.870857149,366.698
-71.605706148,43.870857392,366.749
-71.605705533,43.870857278,366.798
-71.605705335,43.870857430,366.784
-71.605704724,43.870857618,366.752
-71.605704519,43.870857972,366.704
-71.605704964,43.870858386,366.638
-71.605705556,43.870858801,366.556
-71.605706153,43.870859171,366.488
-71.605707326,43.870859712,366.512
-71.605708696,43.870860285,366.543
-71.605710458,43.870860858,366.559
-71.605712627,43.870861363,366.591
-71.605713794,43.870861657,366.673
-71.605714060,43.870862018,366.715
-71.605713968,43.870862365,366.741
-71.605713520,43.870862492,366.779
-71.605712877,43.870862418,366.846
-71.605712492,43.870862372,366.902
-71.605712213,43.870862328,366.941
-71.605712101,43.870862322,366.967
-71.605712209,43.870862326,367.005
-71.605712306,43.870862352,367.056
-71.605712250,43.870862318,367.111
-71.605712235,43.870862323,367.157
-71.605712469,43.870862387,367.201
-71.605712651,43.870862407,367.246
-71.605712982,43.870862500,367.272
-71.605713326,43.870862633,367.263
-71.605713831,43.870862831,367.221
-71.605714666,43.870863109,367.168
-71.605716196,43.870863582,367.099
-71.605717969,43.870864229,366.997
-71.605718471,43.870864736,366.872
-71.605718364,43.870865149,366.765
-71.605719981,43.870866049,366.523
-71.605720714,43.870867390,365.933
-71.605721620,43.870868205,365.562
-71.605722657,43.870868599,365.383
-71.605723332,43.870868671,365.274
-71.605711648,43.870868813,367.078
-71.605719134,43.870874560,372.381
-71.605722980,43.870876067,373.765
-71.605724333,43.870874939,374.601
-71.605725715,43.870874254,375.025
-71.605725286,43.870873102,375.231
-71.605723714,43.870872020,375.245
-71.605714000,43.870862372,372.350
-71.605711695,43.870859844,369.980
-71.605717210,43.870860778,367.578
-71.605718197,43.870859612,365.957
-71.605718647,43.870858605,365.249
-71.605719856,43.870858253,365.266
-71.605719372,43.870857811,365.228
-71.605718107,43.870857652,364.955
-71.605716142,43.870857725,364.834
