,lon,lat,ele,site_name
6,-71.99807503,43.39944247,309.255,24
7,-71.99807527,43.39944266,309.444,24
8,-71.99807532,43.39944283,309.535,24
9,-71.99807546,43.39944289,309.585,24
10,-71.99807549,43.399443,309.615,24
11,-71.99807571,43.39944275,309.67,24
12,-71.99807575,43.39944274,309.688,24
13,-71.99807579,43.39944282,309.685,24
14,-71.99807584,43.39944289,309.677,24
15,-71.9980759,43.39944294,309.669,24
16,-71.99807595,43.399443,309.661,24
17,-71.99807597,43.39944308,309.65,24
18,-71.99807601,43.39944313,309.644,24
19,-71.99807606,43.39944314,309.642,24
20,-71.99807609,43.39944314,309.638,24
21,-71.99807612,43.39944313,309.633,24
22,-71.99807615,43.39944311,309.627,24
23,-71.9980762,43.39944307,309.621,24
24,-71.99807625,43.39944303,309.619,24
25,-71.99807629,43.39944299,309.615,24
26,-71.99807632,43.39944295,309.612,24
27,-71.99807635,43.3994429,309.61,24
28,-71.99807638,43.39944286,309.608,24
29,-71.9980764,43.39944281,309.606,24
30,-71.99807645,43.39944273,309.61,24
31,-71.9980765,43.39944263,309.62,24
32,-71.99807655,43.39944253,309.632,24
33,-71.99807659,43.39944245,309.642,24
34,-71.99807662,43.39944237,309.649,24
35,-71.99807665,43.39944229,309.655,24
36,-71.99807666,43.39944223,309.661,24
37,-71.99807667,43.39944216,309.666,24
38,-71.99807668,43.39944209,309.673,24
39,-71.99807667,43.39944205,309.676,24
40,-71.99807664,43.39944203,309.675,24
41,-71.99807661,43.39944202,309.672,24
42,-71.99807657,43.39944201,309.668,24
43,-71.99807654,43.399442,309.665,24
44,-71.9980765,43.399442,309.663,24
45,-71.99807647,43.39944201,309.662,24
46,-71.99807643,43.39944202,309.66,24
47,-71.9980764,43.39944202,309.656,24
48,-71.99807637,43.39944203,309.654,24
49,-71.99807634,43.39944204,309.652,24
50,-71.99807632,43.39944205,309.649,24
51,-71.99807631,43.39944205,309.646,24
52,-71.99807629,43.39944205,309.643,24
53,-71.99807628,43.39944206,309.639,24
54,-71.99807626,43.39944208,309.636,24
55,-71.99807624,43.39944209,309.635,24
56,-71.99807623,43.3994421,309.634,24
57,-71.99807622,43.39944211,309.633,24
58,-71.99807622,43.39944211,309.632,24
59,-71.99807621,43.39944212,309.629,24
60,-71.9980762,43.39944213,309.627,24
61,-71.9980762,43.39944214,309.627,24
62,-71.9980762,43.39944215,309.627,24
63,-71.9980762,43.39944216,309.628,24
64,-71.99807619,43.39944217,309.628,24
65,-71.99807619,43.39944218,309.628,24
66,-71.9980762,43.39944218,309.628,24
67,-71.99807621,43.39944219,309.627,24
68,-71.99807621,43.3994422,309.626,24
69,-71.99807622,43.3994422,309.627,24
70,-71.99807623,43.39944221,309.629,24
71,-71.99807624,43.39944222,309.632,24
72,-71.99807624,43.39944223,309.634,24
73,-71.99807624,43.39944225,309.637,24
74,-71.99807624,43.39944227,309.64,24
75,-71.99807624,43.39944229,309.645,24
76,-71.99807624,43.39944232,309.649,24
77,-71.99807623,43.39944234,309.653,24
78,-71.99807623,43.39944235,309.657,24
79,-71.99807623,43.39944237,309.661,24
80,-71.99807624,43.39944238,309.666,24
81,-71.99807624,43.3994424,309.671,24
82,-71.99807625,43.39944241,309.675,24
83,-71.99807625,43.39944241,309.679,24
84,-71.99807626,43.39944241,309.683,24
